log_domestic_box_office,log_worldwide_box_office,log_max_theaters,log_opening_theaters,log_budget,log_opening_weekend,release_year,release_month,running_time_minutes,is_franchise,mpaa_rating,genre,source,production_method,creative_type
19.459928891481056,20.388085457917732,8.312626025674962,8.311889558230359,19.06253463538792,18.228374206744952,2024.0,2.0,165.0,1,PG-13,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction
19.248265552631377,19.962656580490997,8.270781013162674,8.260751354700513,19.06253463538792,18.066368150322724,2013.0,5.0,132.0,1,PG-13,Adventure,Based on TV,Live Action,Science Fiction
19.127270723848845,20.0918939589746,8.190908881182514,8.190908881182514,19.06253463538792,18.011385836515974,2013.0,6.0,115.0,1,PG-13,Action,Based on Fiction Book/Short Story,Live Action,Science Fiction
18.79114314260896,19.68338763309648,8.174984532943087,8.170751423757535,19.06253463538792,17.729235813741855,2013.0,5.0,141.0,0,PG-13,Drama,Based on Fiction Book/Short Story,Live Action,Historical Fiction
18.741719233520982,19.57033367209346,8.211754397375197,8.211754397375197,19.06253463538792,17.21840902529279,2009.0,11.0,95.0,0,PG,Drama,Remake,Digital Animation,Fantasy
18.439054880853558,19.83423611893347,8.097426298597213,8.09437844497296,19.06253463538792,17.434110402384327,2013.0,7.0,131.0,1,PG-13,Action,Original Screenplay,Live Action,Science Fiction
17.881117591274215,19.150643285585872,8.319473692442186,8.319473692442186,19.06253463538792,17.444599348671773,2024.0,10.0,138.0,1,R,Thriller/Suspense,Based on Comic/Graphic Novel,Live Action,Contemporary Fiction
17.51590342760847,18.891703840864302,8.175547596021026,8.175547596021026,19.06253463538792,16.190324401337495,2021.0,12.0,148.0,1,R,Action,Original Screenplay,Live Action,Science Fiction
18.628402963423063,19.62596580089809,8.229511118964457,8.229511118964457,19.049289408708074,17.483044253767563,2015.0,11.0,92.0,0,PG,Adventure,Original Screenplay,Digital Animation,Kids Fiction
19.579459908903093,20.186913542360166,8.332067707289548,8.32020459757888,19.04125723705382,18.44164611656676,2008.0,4.0,126.0,1,PG-13,Adventure,Based on Comic/Graphic Novel,Live Action,Super Hero
20.100811435544657,20.73330131862959,8.381831553485561,8.381831553485561,19.035866388448003,18.8807065347166,2008.0,7.0,152.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
19.57473127151117,20.483275438560543,8.35819745992578,8.357259153499912,19.035866388448003,18.422058154886223,2008.0,5.0,123.0,1,PG-13,Adventure,Original Screenplay,Live Action,Historical Fiction
19.28476063641272,20.13376947073759,8.334471554600944,8.334471554600944,19.035866388448003,18.01005627419793,2012.0,6.0,93.0,0,PG,Adventure,Original Screenplay,Digital Animation,Kids Fiction
18.939788851061046,20.158780635386325,8.255048902752295,8.255048902752295,19.035866388448003,17.926801925135013,2017.0,2.0,118.0,1,PG-13,Adventure,Original Screenplay,Live Action,Science Fiction
18.88346047481034,19.631650141933672,8.27614021955846,8.27614021955846,19.035866388448003,17.897330547480617,2016.0,7.0,122.0,1,PG-13,Adventure,Based on TV,Live Action,Science Fiction
18.55109132440447,20.008243853937543,8.2482674474469,8.240385115516334,19.035866388448003,17.425041400963917,2019.0,10.0,118.0,1,PG,Adventure,Original Screenplay,Live Action,Fantasy
18.33788765745218,19.369080228063908,8.308691916838898,8.308691916838898,19.035866388448003,17.3045088742778,2017.0,9.0,164.0,1,R,Thriller/Suspense,Based on Fiction Book/Short Story,Live Action,Science Fiction
17.94671853786982,19.338441063453455,8.315566483564277,8.315566483564277,19.035866388448003,17.18397236310986,2019.0,10.0,128.0,1,R,Action,Original Screenplay,"Animation,Live Action",Science Fiction
17.83759667250476,18.9437358379729,8.299037181613066,8.294799358992574,19.035866388448003,17.081476664925447,2021.0,7.0,132.0,1,R,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
19.68920236717535,20.768800721771978,8.406708458240965,8.406708458240965,19.019517250535575,18.331859694128525,2019.0,5.0,128.0,0,PG,Adventure,Based on Movie,"Animation,Live Action",Fantasy
19.568268227289757,20.561314721505838,8.314097335405807,8.314097335405807,19.00846741441004,18.625619509142012,2017.0,10.0,130.0,1,PG-13,Action,Based on Comic/Graphic Novel,Live Action,Super Hero
19.491274000124825,20.395510896253647,8.256866848974312,8.193400231952097,19.00846741441004,17.99842007169836,2005.0,12.0,140.0,1,PG,Adventure,Based on Fiction Book/Short Story,"Animation,Live Action",Fantasy
19.30199622656452,20.446901788012482,8.28121766128665,8.28121766128665,19.00846741441004,18.05584831804601,2014.0,5.0,97.0,1,PG,Adventure,Spin-Off,Live Action,Fantasy
19.270992241626775,20.514671414399498,8.329658067569396,8.329658067569396,19.00846741441004,18.12501203640092,2016.0,11.0,133.0,1,PG-13,Adventure,Spin-Off,"Animation,Live Action",Fantasy
19.226299836643975,20.09310852773474,8.292298107063221,8.292298107063221,19.00846741441004,17.96003363760758,2008.0,6.0,100.0,0,G,Adventure,Original Screenplay,Digital Animation,Science Fiction
18.758052354586926,19.362973993043934,8.237214703349489,8.237214703349489,19.00846741441004,17.70937283104871,2007.0,8.0,91.0,1,PG-13,Action,Original Screenplay,Live Action,Contemporary Fiction
18.65688315201921,19.67030171296158,8.18646442942209,8.178077463849608,19.00846741441004,17.466892096057364,2016.0,6.0,110.0,0,PG-13,Adventure,Based on Fiction Book/Short Story,Live Action,Historical Fiction
18.117742999915553,19.00873284584519,7.866722285136729,7.15305163493748,19.00846741441004,16.246005547540086,2011.0,11.0,126.0,0,PG,Adventure,Based on Fiction Book/Short Story,"Animation,Live Action",Fantasy
